Image_ID,Image_Width,Image_Height,Number_of_Particles,Total_Particle_Area,Avg_Diameter_um,Std_Diameter_um,Min_Diameter_um,Max_Diameter_um,Pore_Area_Fraction,Particle_Area_Fraction,Aspect_Ratio_Avg,Aspect_Ratio_Std,Circularity_Avg,Circularity_Std,Elongation_Avg,Elongation_Std,Agglomeration_Degree,Grain_Boundary_Density,Fractal_Dimension,Particle_Sizes_List
SEM_223,272,186,156,21904,8.32,10.47,1.13,80.57,0.57,0.43,1.89,0.80,1.04,0.85,0.45,0.24,0.43,0.22,1.85,"[80.57448999903502, 4.51351666838205, 1.5957691216057308, 2.985410660720923, 4.068428945128219, 13.680870333281758, 5.863230142835039, 4.918490759365935, 12.766152972845846, 2.763953195770684, 2.256758334191025, 5.170882945826411, 2.256758334191025, 1.1283791670955126, 16.39065416446578, 12.100518486599809, 13.63425735166143, 1.5957691216057308, 1.9544100476116797, 8.884866446580956, 3.742410318509555, 35.593164329846914, 7.48482063701911, 2.985410660720923, 8.136857890256438, 35.878199226372125, 8.740387444736633, 2.985410660720923, 6.4820448144285745, 11.994835078277376, 21.23032733700184, 22.05396803500069, 6.770275002573076, 5.046265044040321, 4.652426491681278, 7.569397566060481, 6.770275002573076, 10.092530088080641, 3.742410318509555, 8.058239062071396, 3.385137501286538, 3.742410318509555, 3.1915382432114616, 2.5231325220201604, 2.256758334191025, 7.48482063701911, 10.585134856802455, 6.955796338302048, 2.256758334191025, 30.045412914740087, 6.282549314314218, 6.282549314314218, 4.918490759365935, 1.5957691216057308, 13.398760233979036, 13.159049284959082, 10.764051215546116, 5.170882945826411, 12.666024736934256, 2.5231325220201604, 2.985410660720923, 1.5957691216057308, 2.763953195770684, 1.5957691216057308, 10.092530088080641, 1.5957691216057308, 1.9544100476116797, 68.89584183949484, 4.918490759365935, 11.562445770562215, 4.652426491681278, 25.829779740470595, 24.566553364370574, 5.046265044040321, 2.256758334191025, 2.5231325220201604, 1.9544100476116797, 19.994929783493642, 3.1915382432114616, 19.08262324195121, 4.787307364817192, 1.1283791670955126, 18.5067943613625, 1.9544100476116797, 29.316150714175198, 2.5231325220201604, 1.5957691216057308, 4.51351666838205, 2.5231325220201604, 14.668929172241665, 12.309163489997376, 3.5682482323055424, 3.385137501286538, 20.310825007719227, 7.136496464611085, 8.740387444736633, 3.5682482323055424, 3.9088200952233594, 7.48482063701911, 1.1283791670955126, 1.1283791670955126, 3.9088200952233594, 1.1283791670955126, 4.787307364817192, 8.884866446580956, 4.222008245644752, 6.579524642479541, 1.1283791670955126, 9.640875829802336, 8.136857890256438, 3.742410318509555, 3.1915382432114616, 1.1283791670955126, 6.383076486422923, 3.9088200952233594, 3.1915382432114616, 9.574614729634384, 3.1915382432114616, 38.33168969174693, 4.370193722368317, 6.282549314314218, 2.5231325220201604, 4.652426491681278, 17.26088217525478, 8.740387444736633, 8.291859587312052, 3.742410318509555, 8.291859587312052, 2.256758334191025, 2.985410660720923, 11.396070970426017, 4.222008245644752, 14.625465582862905, 2.763953195770684, 5.970821321441846, 20.65272978291924, 2.985410660720923, 1.1283791670955126, 1.5957691216057308, 8.51907589177983, 2.5231325220201604, 1.5957691216057308, 18.089294154193436, 7.735777827895049, 12.914889870235298, 8.812923024107548, 17.26088217525478, 3.1915382432114616, 1.1283791670955126, 3.1915382432114616, 3.1915382432114616, 2.256758334191025, 2.256758334191025, 2.256758334191025, 4.222008245644752, 3.1915382432114616]"
SEM_224,272,186,55,21756,14.00,17.54,1.13,75.32,0.57,0.43,1.90,0.83,1.74,4.96,0.41,0.23,0.43,0.16,1.81,"[75.32300718465696, 67.3350281710932, 2.5231325220201604, 2.763953195770684, 27.524126309792685, 53.44039950113556, 2.763953195770684, 4.068428945128219, 22.93137440223813, 41.397831189731775, 12.205286835384658, 15.306079714651624, 5.4115163798060095, 2.5231325220201604, 10.341765891652821, 2.256758334191025, 1.1283791670955126, 4.370193722368317, 28.18690255978371, 4.222008245644752, 19.38054864282415, 12.047792665040703, 2.763953195770684, 4.918490759365935, 1.9544100476116797, 5.863230142835039, 67.4295069998978, 2.5231325220201604, 1.1283791670955126, 3.9088200952233594, 42.61032258493641, 2.985410660720923, 2.256758334191025, 1.9544100476116797, 11.994835078277376, 4.370193722368317, 26.797520467958073, 6.383076486422923, 21.049640414216977, 17.371176474327626, 5.970821321441846, 17.44431859350499, 5.863230142835039, 10.524820207108489, 4.068428945128219, 9.965574970333758, 14.755472278097805, 5.863230142835039, 23.398568422792877, 3.742410318509555, 2.763953195770684, 10.940041919714261, 4.918490759365935, 3.1915382432114616, 1.1283791670955126]"
SEM_225,275,191,18,23513,24.98,32.24,3.39,117.79,0.55,0.45,2.05,0.82,0.71,0.50,0.45,0.16,0.45,0.12,1.79,"[93.37635890495191, 35.0524772401243, 117.79003064342528, 4.370193722368317, 6.076507779746499, 8.444016491289505, 4.652426491681278, 16.39065416446578, 63.20937977372457, 4.068428945128219, 23.480049464818542, 17.697935698969246, 14.798554040663838, 22.847936741452536, 3.5682482323055424, 3.385137501286538, 4.222008245644752, 6.180387232371033]"
SEM_226,272,186,249,25013,6.22,9.44,1.13,69.51,0.51,0.49,1.60,0.73,1.07,1.13,0.39,0.31,0.49,0.31,1.85,"[19.015783725757565, 1.5957691216057308, 4.51351666838205, 6.955796338302048, 5.046265044040321, 12.463355264843006, 2.256758334191025, 69.51218650186414, 1.1283791670955126, 6.383076486422923, 31.086794856562303, 15.26443044094783, 44.23764437962249, 2.763953195770684, 6.383076486422923, 1.5957691216057308, 7.136496464611085, 1.1283791670955126, 9.166995688475081, 7.978845608028654, 68.0029854232747, 4.370193722368317, 17.876888032555495, 2.256758334191025, 6.6755811781245455, 5.753627391751592, 4.652426491681278, 5.863230142835039, 1.5957691216057308, 3.742410318509555, 2.5231325220201604, 10.217907939900583, 1.1283791670955126, 2.256758334191025, 5.970821321441846, 1.5957691216057308, 8.740387444736633, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 5.046265044040321, 14.625465582862905, 4.222008245644752, 1.9544100476116797, 1.1283791670955126, 2.5231325220201604, 2.256758334191025, 7.225151993843567, 4.068428945128219, 1.9544100476116797, 3.9088200952233594, 7.046725639945928, 11.340070282773887, 2.5231325220201604, 39.42873931692001, 2.256758334191025, 1.5957691216057308, 1.1283791670955126, 2.985410660720923, 1.1283791670955126, 1.1283791670955126, 2.763953195770684, 2.985410660720923, 14.927053303604616, 1.1283791670955126, 4.068428945128219, 2.985410660720923, 4.222008245644752, 9.23618154310838, 3.5682482323055424, 1.1283791670955126, 12.914889870235298, 50.56347501733051, 31.634890266315733, 1.1283791670955126, 1.1283791670955126, 1.9544100476116797, 2.5231325220201604, 5.970821321441846, 6.383076486422923, 5.527906391541368, 2.763953195770684, 3.385137501286538, 5.753627391751592, 3.9088200952233594, 3.9088200952233594, 13.493452297211721, 2.5231325220201604, 1.1283791670955126, 2.5231325220201604, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 4.370193722368317, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 1.5957691216057308, 3.9088200952233594, 3.1915382432114616, 1.9544100476116797, 1.1283791670955126, 21.37973331358283, 1.9544100476116797, 3.742410318509555, 13.351162356249091, 1.5957691216057308, 14.927053303604616, 1.5957691216057308, 6.579524642479541, 13.680870333281758, 1.1283791670955126, 2.5231325220201604, 7.046725639945928, 3.5682482323055424, 13.58748446131949, 5.292567428401227, 12.964089628857149, 3.385137501286538, 1.1283791670955126, 1.9544100476116797, 2.256758334191025, 3.5682482323055424, 3.9088200952233594, 2.256758334191025, 2.256758334191025, 1.1283791670955126, 61.400832990773154, 6.076507779746499, 1.1283791670955126, 11.227230955528665, 12.412170838050638, 5.863230142835039, 15.138795132120961, 26.148224328293928, 2.5231325220201604, 1.1283791670955126, 4.787307364817192, 24.849973424463737, 4.787307364817192, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 2.985410660720923, 1.5957691216057308, 2.256758334191025, 5.046265044040321, 1.9544100476116797, 2.763953195770684, 15.222667215103916, 2.5231325220201604, 6.4820448144285745, 1.5957691216057308, 3.9088200952233594, 5.863230142835039, 8.95623198216277, 2.256758334191025, 1.1283791670955126, 5.753627391751592, 1.1283791670955126, 1.5957691216057308, 3.742410318509555, 1.1283791670955126, 13.159049284959082, 3.742410318509555, 2.5231325220201604, 1.1283791670955126, 2.763953195770684, 2.763953195770684, 1.1283791670955126, 1.5957691216057308, 4.068428945128219, 1.5957691216057308, 3.385137501286538, 1.1283791670955126, 1.1283791670955126, 8.058239062071396, 9.640875829802336, 1.5957691216057308, 1.1283791670955126, 2.256758334191025, 1.1283791670955126, 1.9544100476116797, 3.1915382432114616, 2.256758334191025, 7.817640190446719, 11.67204486311899, 19.413369239820483, 3.1915382432114616, 1.5957691216057308, 2.763953195770684, 1.9544100476116797, 6.282549314314218, 1.1283791670955126, 1.1283791670955126, 5.527906391541368, 7.735777827895049, 3.1915382432114616, 1.5957691216057308, 14.048207338801282, 15.594510349620345, 1.5957691216057308, 4.068428945128219, 2.256758334191025, 5.753627391751592, 2.985410660720923, 2.985410660720923, 3.385137501286538, 16.812470934731934, 9.640875829802336, 1.1283791670955126, 11.834540545406394, 13.58748446131949, 2.256758334191025, 2.256758334191025, 3.5682482323055424, 7.653039857325812, 1.1283791670955126, 5.046265044040321, 2.256758334191025, 3.1915382432114616, 9.772050238058398, 3.5682482323055424, 2.5231325220201604, 2.763953195770684, 1.1283791670955126, 1.5957691216057308, 5.753627391751592, 7.898654169668588, 2.256758334191025, 6.579524642479541, 6.383076486422923, 3.385137501286538, 2.985410660720923, 1.1283791670955126, 3.385137501286538, 4.068428945128219, 6.579524642479541, 1.5957691216057308, 5.863230142835039, 2.5231325220201604, 5.170882945826411, 2.985410660720923, 3.742410318509555, 2.763953195770684, 1.5957691216057308, 1.1283791670955126]"
SEM_227,334,442,138,91640,11.79,26.58,1.13,219.18,0.38,0.62,2.36,1.94,1.08,3.23,0.46,0.29,0.62,0.16,1.92,"[219.17875814699218, 7.978845608028654, 133.99235358896615, 8.95623198216277, 6.863662517577698, 17.22396045987371, 38.16524648390242, 4.918490759365935, 3.5682482323055424, 140.09180683590242, 3.1915382432114616, 7.48482063701911, 1.5957691216057308, 1.1283791670955126, 1.5957691216057308, 4.222008245644752, 5.527906391541368, 1.5957691216057308, 9.507891862878783, 5.4115163798060095, 7.225151993843567, 6.180387232371033, 5.753627391751592, 2.256758334191025, 4.370193722368317, 6.076507779746499, 4.370193722368317, 6.282549314314218, 7.653039857325812, 4.222008245644752, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 4.51351666838205, 4.787307364817192, 7.653039857325812, 5.641895835477563, 6.863662517577698, 1.9544100476116797, 4.222008245644752, 3.385137501286538, 8.291859587312052, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 6.955796338302048, 18.19456736586892, 3.5682482323055424, 2.5231325220201604, 1.9544100476116797, 1.1283791670955126, 18.847647942942654, 9.23618154310838, 1.1283791670955126, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 2.5231325220201604, 5.641895835477563, 82.5415338110327, 12.716187407449045, 12.205286835384658, 1.9544100476116797, 3.5682482323055424, 6.6755811781245455, 3.1915382432114616, 18.575465448360347, 8.51907589177983, 1.1283791670955126, 2.256758334191025, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 11.451797811161432, 3.5682482323055424, 13.398760233979036, 1.1283791670955126, 1.9544100476116797, 2.763953195770684, 5.046265044040321, 1.1283791670955126, 8.593479713983122, 1.1283791670955126, 6.383076486422923, 46.91941147166166, 21.019374919894773, 5.4115163798060095, 2.985410660720923, 2.763953195770684, 1.1283791670955126, 2.5231325220201604, 6.383076486422923, 6.863662517577698, 23.615226456547084, 6.579524642479541, 3.5682482323055424, 21.11004122822376, 6.076507779746499, 7.817640190446719, 1.1283791670955126, 1.5957691216057308, 15.430353037616328, 1.1283791670955126, 2.256758334191025, 7.569397566060481, 62.835625470140265, 6.076507779746499, 79.34038258775064, 2.256758334191025, 6.180387232371033, 1.1283791670955126, 4.222008245644752, 18.36868202552426, 6.282549314314218, 3.742410318509555, 2.763953195770684, 2.985410660720923, 2.985410660720923, 1.1283791670955126, 9.09728368293446, 25.582125126616702, 7.399277020331919, 21.17026971360491, 20.279456919490165, 5.170882945826411, 8.740387444736633, 1.9544100476116797, 43.803789720934994, 9.0270333367641, 4.787307364817192, 5.970821321441846, 9.440697438826296, 9.901487006738307, 9.901487006738307, 4.51351666838205, 7.046725639945928, 7.312732791431452]"
SEM_228,278,227,13,20392,15.54,41.90,1.60,160.41,0.68,0.32,1.48,0.76,6.62,13.30,0.68,0.33,0.32,0.07,1.46,"[160.4085345595829, 2.985410660720923, 1.9544100476116797, 1.5957691216057308, 1.9544100476116797, 1.9544100476116797, 1.5957691216057308, 1.5957691216057308, 1.5957691216057308, 1.9544100476116797, 7.898654169668588, 8.740387444736633, 7.735777827895049]"
SEM_229,161,249,47,22523,9.36,22.86,1.13,125.79,0.44,0.56,1.59,0.82,5.75,11.46,0.55,0.36,0.56,0.20,1.73,"[125.78770934564261, 7.136496464611085, 104.62332610889503, 1.9544100476116797, 13.680870333281758, 8.136857890256438, 2.5231325220201604, 3.742410318509555, 1.1283791670955126, 11.055812783082736, 12.565098628628435, 2.256758334191025, 6.180387232371033, 1.5957691216057308, 16.195287778099022, 1.5957691216057308, 2.256758334191025, 1.5957691216057308, 4.51351666838205, 1.1283791670955126, 1.5957691216057308, 3.742410318509555, 1.9544100476116797, 2.256758334191025, 15.837556323903858, 1.9544100476116797, 15.138795132120961, 1.1283791670955126, 11.780624362746345, 1.9544100476116797, 2.763953195770684, 10.524820207108489, 6.076507779746499, 2.256758334191025, 2.256758334191025, 10.217907939900583, 2.256758334191025, 1.1283791670955126, 2.5231325220201604, 1.9544100476116797, 1.5957691216057308, 1.9544100476116797, 1.9544100476116797, 1.1283791670955126, 2.256758334191025, 1.1283791670955126, 1.1283791670955126]"
SEM_230,353,277,12,90377,38.68,89.96,1.13,331.19,0.08,0.92,1.57,0.70,1.25,1.39,0.43,0.33,0.92,0.12,1.80,"[331.19226068763976, 2.763953195770684, 25.180812005932435, 66.75581178124546, 4.787307364817192, 3.385137501286538, 1.1283791670955126, 1.9544100476116797, 4.918490759365935, 1.1283791670955126, 10.704744696916627, 10.280023453913834]"
SEM_231,353,277,12,90377,38.68,89.96,1.13,331.19,0.08,0.92,1.57,0.70,1.25,1.39,0.43,0.33,0.92,0.12,1.80,"[331.19226068763976, 2.763953195770684, 25.180812005932435, 66.75581178124546, 4.787307364817192, 3.385137501286538, 1.1283791670955126, 1.9544100476116797, 4.918490759365935, 1.1283791670955126, 10.704744696916627, 10.280023453913834]"
SEM_232,251,215,192,20614,5.64,10.24,1.13,99.89,0.62,0.38,1.85,0.91,2.05,5.91,0.48,0.31,0.38,0.27,1.78,"[99.88545976539696, 8.812923024107548, 4.918490759365935, 3.385137501286538, 15.67594437773643, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 13.255453865237978, 1.1283791670955126, 23.829914749152643, 1.9544100476116797, 1.1283791670955126, 5.170882945826411, 5.863230142835039, 2.5231325220201604, 3.742410318509555, 2.256758334191025, 10.704744696916627, 1.9544100476116797, 4.918490759365935, 3.385137501286538, 11.283791670955125, 3.1915382432114616, 1.1283791670955126, 3.385137501286538, 1.9544100476116797, 1.9544100476116797, 5.753627391751592, 1.5957691216057308, 1.9544100476116797, 4.652426491681278, 4.222008245644752, 1.9544100476116797, 10.704744696916627, 71.44520512143042, 4.51351666838205, 1.1283791670955126, 3.5682482323055424, 17.805522925178455, 2.5231325220201604, 3.5682482323055424, 1.5957691216057308, 3.9088200952233594, 4.51351666838205, 1.1283791670955126, 2.985410660720923, 3.9088200952233594, 1.1283791670955126, 4.918490759365935, 4.068428945128219, 1.9544100476116797, 3.9088200952233594, 2.985410660720923, 2.985410660720923, 5.046265044040321, 1.9544100476116797, 1.9544100476116797, 8.291859587312052, 8.291859587312052, 11.283791670955125, 5.527906391541368, 4.652426491681278, 1.5957691216057308, 3.1915382432114616, 6.282549314314218, 1.1283791670955126, 1.1283791670955126, 3.9088200952233594, 10.403141895720198, 5.863230142835039, 1.5957691216057308, 1.1283791670955126, 3.5682482323055424, 4.787307364817192, 1.5957691216057308, 2.5231325220201604, 1.1283791670955126, 2.763953195770684, 1.1283791670955126, 17.112717355495807, 1.1283791670955126, 1.1283791670955126, 1.9544100476116797, 12.463355264843006, 2.5231325220201604, 1.1283791670955126, 1.1283791670955126, 2.5231325220201604, 6.770275002573076, 4.222008245644752, 3.742410318509555, 4.51351666838205, 3.1915382432114616, 2.5231325220201604, 2.5231325220201604, 3.1915382432114616, 10.02925341359355, 1.1283791670955126, 1.5957691216057308, 4.222008245644752, 1.9544100476116797, 18.26441241104166, 1.1283791670955126, 40.13287958881073, 1.1283791670955126, 4.51351666838205, 2.256758334191025, 2.763953195770684, 1.1283791670955126, 4.51351666838205, 3.5682482323055424, 7.399277020331919, 36.09049811604256, 4.222008245644752, 5.527906391541368, 4.068428945128219, 1.9544100476116797, 3.9088200952233594, 4.652426491681278, 2.5231325220201604, 1.5957691216057308, 4.51351666838205, 7.399277020331919, 3.5682482323055424, 3.1915382432114616, 3.9088200952233594, 1.9544100476116797, 1.1283791670955126, 1.5957691216057308, 24.592453796829673, 1.5957691216057308, 7.653039857325812, 10.02925341359355, 3.5682482323055424, 4.51351666838205, 46.59263271992099, 2.763953195770684, 3.385137501286538, 5.046265044040321, 2.763953195770684, 2.256758334191025, 2.256758334191025, 1.5957691216057308, 4.787307364817192, 1.5957691216057308, 6.579524642479541, 1.5957691216057308, 1.5957691216057308, 2.985410660720923, 3.385137501286538, 1.5957691216057308, 5.292567428401227, 1.5957691216057308, 2.985410660720923, 4.51351666838205, 2.763953195770684, 2.256758334191025, 13.63425735166143, 10.585134856802455, 1.1283791670955126, 4.068428945128219, 1.5957691216057308, 1.1283791670955126, 5.292567428401227, 5.753627391751592, 3.1915382432114616, 1.9544100476116797, 6.076507779746499, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 1.9544100476116797, 5.753627391751592, 5.046265044040321, 7.399277020331919, 6.383076486422923, 5.046265044040321, 3.1915382432114616, 2.256758334191025, 2.985410660720923, 4.787307364817192, 6.579524642479541, 1.5957691216057308, 4.370193722368317, 2.5231325220201604, 2.763953195770684, 4.222008245644752, 2.5231325220201604, 2.763953195770684, 1.5957691216057308]"
SEM_233,268,268,16,38932,21.52,51.33,1.13,170.76,0.46,0.54,1.52,0.51,1.16,1.32,0.46,0.32,0.54,0.17,1.83,"[170.76220909066706, 1.5957691216057308, 1.1283791670955126, 1.9544100476116797, 3.385137501286538, 142.56926769873, 1.9544100476116797, 1.1283791670955126, 1.1283791670955126, 4.51351666838205, 1.5957691216057308, 1.5957691216057308, 3.9088200952233594, 3.1915382432114616, 1.9544100476116797, 1.9544100476116797]"
SEM_234,267,268,50,60253,8.82,38.17,1.13,274.81,0.16,0.84,1.65,0.78,2.45,7.26,0.50,0.35,0.84,0.27,1.80,"[274.80608413448925, 4.51351666838205, 2.763953195770684, 1.1283791670955126, 2.256758334191025, 4.068428945128219, 3.742410318509555, 1.1283791670955126, 3.9088200952233594, 1.5957691216057308, 3.5682482323055424, 1.1283791670955126, 3.1915382432114616, 1.1283791670955126, 1.5957691216057308, 1.5957691216057308, 6.180387232371033, 1.5957691216057308, 4.370193722368317, 1.9544100476116797, 24.201036973199617, 1.5957691216057308, 4.068428945128219, 4.51351666838205, 1.1283791670955126, 2.763953195770684, 4.51351666838205, 1.9544100476116797, 1.5957691216057308, 3.1915382432114616, 4.652426491681278, 1.9544100476116797, 1.5957691216057308, 3.1915382432114616, 2.763953195770684, 1.1283791670955126, 2.763953195770684, 1.5957691216057308, 4.51351666838205, 1.5957691216057308, 4.51351666838205, 3.1915382432114616, 1.1283791670955126, 1.1283791670955126, 1.9544100476116797, 7.48482063701911, 12.257335203001883, 4.51351666838205, 1.1283791670955126, 1.9544100476116797]"
